lat,lon,num_tweets,num_users
40.53,-79.98,2258,121
40.41,-80.0,3187,249
40.39,-79.83,349,72
40.27,-79.8,3,2
40.27,-80.18,2877,141
40.24,-79.9,16,2
40.31,-79.85,135,15
40.62,-79.84,702,22
40.49,-79.81,1181,48
40.58,-79.97,381,56
40.42,-80.18,2418,16
40.56,-80.03,2396,228
40.59,-79.95,901,230
40.35,-80.13,431,41
40.44,-79.84,1223,265
40.49,-80.11,1483,64
40.36,-79.83,1161,161
40.44,-79.92,8266,1432
40.39,-80.14,145,25
40.35,-79.9,577,101
40.53,-80.05,448,89
40.57,-80.12,158,84
40.36,-80.05,5560,805
40.46,-80.0,4802,938
40.58,-80.02,483,57
40.27,-80.1,402,55
40.55,-80.14,72,12
40.42,-79.99,15476,447
40.33,-80.0,531,80
40.51,-79.95,2419,351
40.33,-79.91,27,16
40.45,-80.07,3122,153
40.62,-79.91,461,48
40.63,-80.02,179,50
40.5,-80.15,120,41
40.51,-79.88,259,69
40.6,-79.92,2139,96
40.42,-79.86,2245,160
40.39,-80.1,1728,387
40.47,-79.86,3971,57
40.6,-80.09,1877,240
40.44,-79.97,11978,1610
40.32,-80.0,198,109
40.48,-80.2,147,79
40.44,-80.05,7081,181
40.42,-79.98,5440,397
40.43,-79.81,5483,681
40.48,-80.11,1663,111
40.45,-79.98,12024,2587
40.52,-79.98,2268,128
40.35,-79.84,10083,213
40.59,-80.14,16,8
40.62,-79.87,501,31
40.59,-79.96,844,59
40.39,-80.09,3081,412
40.57,-80.18,5,3
40.49,-80.13,1067,67
40.62,-79.93,771,68
40.4,-80.08,2469,258
40.3,-80.1,680,187
40.62,-80.06,657,209
40.63,-79.88,195,41
40.64,-79.88,1,1
40.3,-79.99,1437,123
40.28,-80.13,887,110
40.5,-79.95,4299,242
40.49,-80.01,2170,410
40.46,-80.15,272,67
40.41,-79.9,3245,655
40.63,-79.9,13,11
40.56,-80.12,181,64
40.35,-80.06,1458,367
40.63,-79.81,5,4
40.47,-79.81,6755,165
40.55,-79.83,221,158
40.59,-80.08,558,18
40.54,-80.1,396,37
40.57,-79.99,388,52
40.46,-80.18,2310,294
40.44,-79.99,90932,9886
40.32,-80.02,191,60
40.25,-79.88,189,59
40.64,-79.99,28,27
40.31,-80.2,234,11
40.58,-80.08,877,90
40.51,-79.94,985,55
40.43,-79.8,308,177
40.55,-80.12,245,121
40.25,-80.05,390,34
40.38,-79.87,2082,258
40.37,-79.94,232,39
40.55,-79.89,228,41
40.29,-80.08,348,63
40.25,-79.99,2041,49
40.56,-79.86,2120,28
40.35,-79.96,919,197
40.6,-80.18,8,5
40.57,-79.83,1,1
40.36,-80.06,924,169
40.64,-79.93,148,36
40.5,-79.87,1364,143
40.3,-79.83,943,31
40.58,-80.14,1,1
40.42,-79.83,1631,72
40.25,-80.07,31,17
40.62,-80.0,234,21
40.39,-80.18,16,14
40.46,-79.91,3065,559
40.59,-79.92,999,17
40.37,-80.02,1693,264
40.35,-80.17,48,11
40.62,-79.95,957,221
40.27,-80.14,3031,95
40.38,-79.8,1533,120
40.42,-79.95,405,165
40.54,-80.11,406,13
40.51,-79.92,184,26
40.47,-79.91,5611,271
40.29,-79.82,1573,40
40.48,-80.08,2592,98
40.47,-80.12,1106,227
40.24,-80.18,373,71
40.57,-79.92,84,41
40.51,-79.98,704,114
40.34,-80.07,775,203
40.54,-80.08,415,229
40.5,-80.11,684,33
40.35,-79.98,1530,313
40.45,-80.06,4018,193
40.46,-80.17,1326,596
40.59,-79.86,12,5
40.61,-80.12,5,4
40.57,-79.98,425,70
40.28,-80.18,2193,70
40.64,-80.2,30,11
40.36,-80.1,1596,169
40.57,-79.96,914,53
40.62,-80.07,335,99
40.63,-80.05,1477,309
40.54,-80.2,87,46
40.32,-79.81,793,37
40.34,-79.83,5371,229
40.45,-79.8,706,40
40.37,-79.92,1430,112
40.4,-79.89,5303,162
40.56,-80.17,117,6
40.26,-79.97,576,12
40.39,-79.84,1560,64
40.34,-79.97,4136,522
40.49,-79.88,2067,441
40.39,-79.91,6674,158
40.59,-80.04,726,214
40.4,-79.99,4362,261
40.46,-79.93,17849,2561
40.33,-80.1,38,19
40.57,-80.02,3298,619
40.59,-79.89,96,84
40.64,-79.96,21,9
40.37,-79.88,335,34
40.64,-79.92,6,6
40.37,-80.0,1166,102
40.3,-80.06,1215,90
40.54,-80.19,1217,280
40.64,-80.17,5,3
40.46,-79.92,11745,1893
40.57,-80.15,2,2
40.38,-80.08,4177,78
40.27,-79.92,47,7
40.38,-80.15,713,22
40.51,-79.97,3404,127
40.31,-79.94,527,217
40.58,-80.12,98,52
40.55,-79.94,1643,45
40.61,-80.07,682,46
40.26,-79.94,52,9
40.36,-79.82,440,50
40.32,-79.91,40,22
40.41,-79.95,3288,156
40.26,-79.86,1775,82
40.53,-80.08,1699,96
40.42,-80.06,3695,724
40.45,-79.85,814,204
40.43,-80.14,620,307
40.4,-79.93,481,208
40.24,-80.03,2,2
40.49,-79.92,1678,370
40.4,-79.97,4318,66
40.63,-80.13,3,2
40.57,-79.86,209,122
40.55,-80.01,5232,414
40.52,-79.82,409,110
40.32,-80.16,10,6
40.53,-79.89,164,24
40.34,-79.81,1941,311
40.32,-79.89,2166,128
40.52,-80.01,1725,523
40.56,-79.97,1003,107
40.33,-79.89,2262,130
40.29,-80.05,419,24
40.55,-79.8,623,63
40.63,-79.96,169,28
40.38,-79.99,4861,415
40.61,-79.91,46,23
40.47,-79.92,7742,481
40.41,-80.2,32,17
40.4,-79.96,357,35
40.48,-80.06,1810,177
40.3,-80.02,717,62
40.29,-80.17,1108,227
40.43,-79.88,2777,477
40.52,-79.94,5816,53
40.27,-80.05,735,51
40.24,-80.04,29,4
40.47,-80.18,74,25
40.34,-79.86,1621,122
40.5,-79.86,1166,257
40.26,-79.88,589,112
40.33,-79.99,1079,217
40.6,-80.07,1069,77
40.57,-79.82,13,8
40.42,-79.88,4916,307
40.39,-80.12,438,49
40.56,-80.08,1309,84
40.64,-80.1,147,132
40.41,-80.01,2431,724
40.3,-80.19,8,5
40.44,-79.9,1662,328
40.35,-79.97,3605,366
40.35,-80.11,1544,325
40.27,-79.9,241,79
40.6,-79.85,25,6
40.43,-80.11,217,162
40.45,-80.13,793,239
40.27,-79.82,527,34
40.31,-80.02,748,97
40.43,-79.84,1245,107
40.52,-79.91,70,24
40.56,-80.1,1261,43
40.43,-80.16,52,37
40.45,-80.12,556,105
40.43,-79.89,4997,1177
40.5,-80.04,827,119
40.31,-80.15,134,93
40.28,-80.01,357,34
40.3,-80.04,890,106
40.4,-80.18,995,78
40.52,-79.8,55,49
40.37,-79.82,330,56
40.37,-79.96,2075,89
40.43,-79.98,39579,4863
40.42,-80.12,311,97
40.5,-79.97,906,58
40.28,-80.19,1581,49
40.58,-80.01,2448,79
40.61,-79.83,41,18
40.27,-79.93,86,14
40.5,-80.16,418,35
40.31,-80.0,191,96
40.27,-80.06,491,61
40.46,-80.12,63,18
40.39,-80.15,712,24
40.33,-80.12,1543,61
40.43,-79.87,4171,392
40.3,-79.8,90,15
40.3,-79.89,2740,106
40.49,-79.93,2578,244
40.41,-79.8,136,52
40.5,-79.98,5967,161
40.49,-80.17,1032,41
40.45,-80.14,1831,254
40.45,-80.19,1554,88
40.33,-80.11,262,73
40.49,-80.16,172,11
40.56,-79.82,152,56
40.28,-79.96,391,51
40.57,-80.11,6013,231
40.52,-79.85,3618,197
40.59,-80.05,593,98
40.25,-79.98,60,48
40.32,-80.09,734,140
40.47,-79.85,566,67
40.53,-80.11,286,6
40.32,-79.94,1586,541
40.38,-79.94,294,57
40.27,-79.91,480,25
40.45,-79.9,4534,585
40.43,-79.97,21085,3691
40.63,-80.0,491,48
40.28,-79.97,1033,22
40.26,-80.2,540,75
40.43,-79.93,4205,857
40.38,-79.93,461,174
40.28,-79.91,736,98
40.59,-80.1,316,211
40.32,-79.95,857,97
40.59,-80.13,13,5
40.44,-80.2,497,73
40.55,-79.87,472,32
40.44,-80.03,3707,599
40.34,-79.89,781,103
40.51,-80.12,184,61
40.58,-80.09,650,103
40.34,-80.06,4159,1028
40.45,-80.08,2226,140
40.57,-79.88,8,8
40.28,-80.04,61,18
40.31,-80.13,1249,56
40.6,-79.93,635,124
40.51,-80.14,457,174
40.34,-80.03,1212,319
40.28,-79.9,80,49
40.64,-79.81,7,5
40.56,-80.15,102,6
40.51,-79.82,97,13
40.31,-79.97,414,45
40.31,-79.87,43,15
40.64,-80.08,174,25
40.61,-80.02,91,43
40.28,-80.0,334,63
40.61,-80.2,975,20
40.26,-80.09,94,4
40.56,-79.87,353,11
40.36,-80.0,2610,355
40.3,-80.01,1408,32
40.45,-79.92,5765,638
40.34,-80.19,1,1
40.49,-79.96,705,138
40.62,-80.04,31,9
40.53,-80.2,719,34
40.6,-79.94,408,75
40.61,-79.88,2,2
40.56,-79.95,615,29
40.35,-80.14,385,66
40.29,-80.2,88,8
40.59,-80.11,224,9
40.4,-80.09,10196,258
40.35,-79.87,2824,172
40.35,-80.1,2703,133
40.46,-80.08,2541,72
40.64,-80.16,53,9
40.6,-79.91,1180,81
40.63,-80.07,1224,44
40.3,-79.88,599,59
40.51,-79.81,844,35
40.63,-80.11,9,5
40.24,-80.14,16,9
40.35,-80.12,580,270
40.46,-79.96,5829,1049
40.57,-80.05,899,52
40.51,-79.99,2325,209
40.47,-80.0,1242,302
40.43,-79.82,1730,192
40.34,-80.1,550,66
40.44,-80.06,5948,201
40.38,-79.85,188,93
40.54,-80.18,5569,584
40.43,-80.03,2590,676
40.51,-80.05,3815,200
40.29,-79.96,453,53
40.47,-79.94,9275,250
40.47,-80.17,335,48
40.55,-79.97,3192,149
40.6,-79.81,46,17
40.34,-80.08,574,96
40.62,-80.03,58,9
40.4,-80.13,62,18
40.48,-79.8,139,48
40.34,-79.9,280,79
40.29,-80.16,20,18
40.33,-79.81,457,87
40.34,-79.95,4571,1067
40.56,-80.2,115,21
40.32,-79.86,1600,51
40.63,-79.95,400,45
40.36,-80.17,1047,22
40.55,-80.02,5512,1036
40.24,-79.82,3,2
40.45,-80.11,1591,317
40.37,-79.87,2379,140
40.28,-79.95,708,62
40.27,-79.87,109,24
40.6,-79.95,779,208
40.29,-79.92,230,105
40.55,-80.11,1302,160
40.52,-80.16,1660,202
40.38,-79.84,193,40
40.36,-80.01,2466,187
40.39,-80.02,9423,356
40.46,-79.88,332,60
40.37,-79.85,6105,180
40.29,-79.88,2735,110
40.64,-80.07,51,34
40.32,-80.06,389,89
40.5,-80.0,593,56
40.5,-79.88,417,112
40.46,-80.07,796,94
40.57,-79.93,387,91
40.31,-80.09,2416,162
40.46,-79.99,4191,652
40.3,-80.17,903,309
40.26,-80.14,908,169
40.46,-79.85,938,105
40.51,-80.15,1108,126
40.42,-80.17,4,3
40.5,-79.93,915,182
40.27,-80.03,107,19
40.5,-79.83,516,40
40.52,-80.05,1158,180
40.4,-80.07,1272,238
40.47,-79.93,9320,408
40.38,-80.07,2057,281
40.25,-80.06,392,63
40.49,-79.95,698,221
40.44,-80.1,446,172
40.46,-79.81,1288,121
40.31,-80.01,571,79
40.41,-79.99,4218,356
40.47,-80.15,1444,100
40.33,-80.04,3188,303
40.59,-80.06,79,34
40.35,-80.01,1636,173
40.38,-80.02,6605,201
40.35,-79.92,412,111
40.44,-79.8,1819,102
40.56,-79.81,163,95
40.47,-80.03,6133,326
40.54,-80.04,2555,253
40.29,-79.83,1297,81
40.27,-80.02,108,43
40.57,-79.81,22,12
40.54,-79.81,1205,117
40.62,-80.02,1125,71
40.27,-80.04,374,37
40.26,-79.92,457,27
40.56,-79.89,73,14
40.52,-79.95,579,101
40.63,-80.19,2,2
40.45,-80.18,5209,1721
40.51,-80.18,502,13
40.34,-80.04,1761,222
40.4,-80.1,1101,244
40.38,-79.83,8367,159
40.6,-80.15,16,6
40.58,-79.98,208,58
40.29,-79.91,955,166
40.53,-79.83,612,96
40.3,-79.85,95,12
40.44,-80.08,1922,191
40.32,-80.14,229,101
40.64,-79.87,16,9
40.28,-79.87,148,48
40.48,-79.81,761,137
40.44,-80.16,977,448
40.37,-80.17,477,56
40.25,-79.8,64,10
40.27,-80.15,581,110
40.43,-79.86,4577,190
40.42,-80.07,1150,198
40.58,-80.03,1099,250
40.62,-79.82,9,5
40.28,-80.16,1111,297
40.53,-79.9,171,2
40.41,-80.05,2368,221
40.54,-80.12,90,70
40.32,-79.84,938,108
40.44,-79.95,63258,5073
40.26,-79.8,9,4
40.53,-80.02,3823,185
40.49,-80.19,293,35
40.28,-80.15,884,47
40.63,-80.18,3,3
40.49,-80.09,301,47
40.36,-80.02,1619,234
40.46,-79.83,1939,249
40.61,-80.17,73,14
40.33,-79.92,1928,163
40.58,-79.86,47,36
40.64,-79.91,3,3
40.59,-80.15,27,5
40.63,-80.04,273,42
40.64,-80.14,3,3
40.44,-80.15,7752,1736
40.51,-79.86,744,100
40.32,-80.17,1806,20
40.31,-79.98,712,41
40.46,-79.82,3113,238
40.33,-79.95,2195,639
40.38,-79.81,2989,296
40.62,-80.2,22,12
40.37,-79.86,2690,103
40.61,-80.11,71,22
40.26,-80.18,2304,342
40.28,-80.08,706,139
40.6,-79.86,115,5
40.56,-80.09,113,91
40.46,-80.01,9537,641
40.49,-79.94,690,192
40.38,-80.04,4878,668
40.37,-80.19,25,13
40.59,-79.98,206,78
40.42,-80.19,12638,189
40.25,-80.15,232,34
40.43,-80.05,2588,292
40.32,-80.04,960,112
40.53,-79.86,141,31
40.6,-79.82,47,13
40.62,-79.83,471,38
40.48,-79.85,1254,115
40.49,-80.07,556,62
40.43,-79.96,23957,3037
40.34,-80.18,44,10
40.64,-79.95,66,28
40.27,-80.0,999,55
40.51,-79.96,1243,86
40.48,-80.16,95,17
40.54,-80.15,279,32
40.37,-80.16,100,16
40.57,-80.19,18,3
40.32,-80.11,197,57
40.48,-80.12,676,151
40.64,-80.13,6,2
40.29,-79.89,3286,129
40.48,-79.98,1495,83
40.42,-80.05,3650,970
40.3,-80.03,2165,121
40.57,-79.8,2050,536
40.36,-79.87,2066,127
40.38,-80.06,1589,200
40.46,-79.84,3313,210
40.63,-79.83,142,8
40.25,-79.96,17,11
40.42,-79.92,2641,410
40.44,-79.94,10157,1376
40.36,-79.99,4194,255
40.58,-79.91,22,7
40.41,-80.19,277,84
40.41,-80.04,1384,204
40.3,-79.84,182,5
40.29,-80.07,692,50
40.42,-80.04,5036,827
40.62,-79.85,1950,79
40.6,-80.13,32,16
40.5,-79.92,2096,151
40.5,-79.8,531,14
40.39,-79.8,1332,70
40.63,-80.14,6,4
40.43,-79.95,7288,1096
40.4,-79.87,1201,310
40.48,-80.13,663,105
40.4,-79.91,4598,213
40.6,-80.08,488,57
40.57,-80.01,7129,401
40.54,-79.9,780,28
40.59,-79.88,79,60
40.53,-80.01,5222,1066
40.39,-80.04,12764,890
40.26,-80.0,1593,84
40.41,-79.85,1132,147
40.36,-79.84,946,186
40.5,-79.94,2307,352
40.29,-79.86,6,6
40.39,-80.19,16,12
40.25,-79.84,56,18
40.37,-79.84,880,115
40.38,-79.97,4753,192
40.25,-79.83,308,15
40.59,-79.85,2,2
40.3,-79.9,99,26
40.55,-79.82,433,135
40.6,-80.03,812,53
40.46,-79.95,10737,1643
40.48,-80.09,4745,88
40.51,-80.04,3385,231
40.54,-80.02,5299,223
40.52,-79.99,1148,83
40.59,-80.12,10,8
40.38,-79.91,3396,175
40.25,-80.03,11,7
40.25,-80.16,178,60
40.59,-79.9,942,76
40.24,-79.86,28,16
40.51,-80.06,1467,114
40.3,-79.81,98,26
40.57,-80.04,4272,232
40.28,-80.11,149,36
40.42,-80.02,3708,329
40.33,-80.17,8,6
40.47,-80.02,401,69
40.53,-79.84,1696,231
40.41,-79.81,400,53
40.48,-80.01,2726,353
40.33,-80.05,1060,161
40.38,-79.96,1507,131
40.28,-79.81,48,11
40.39,-80.07,4887,622
40.62,-79.96,375,31
40.52,-79.83,646,103
40.39,-79.81,1718,137
40.42,-79.89,2123,362
40.48,-79.9,2229,71
40.38,-80.1,2942,677
40.36,-79.98,7129,629
40.33,-79.96,6613,158
40.6,-80.1,249,60
40.53,-79.82,299,178
40.4,-79.92,1625,439
40.27,-80.17,1226,249
40.38,-80.11,293,94
40.33,-79.84,4321,186
40.25,-79.97,188,16
40.42,-80.01,7837,680
40.37,-80.15,1705,43
40.34,-79.93,2649,59
40.54,-80.17,449,29
40.53,-80.16,528,89
40.49,-79.85,64,42
40.32,-80.13,100,21
40.43,-80.04,1825,191
40.53,-80.14,175,28
40.57,-80.1,33,17
40.26,-80.13,1107,295
40.53,-80.19,2001,169
40.52,-80.0,2345,276
40.55,-80.09,658,164
40.58,-80.06,1123,64
40.52,-80.13,1174,186
40.3,-80.2,12,4
40.63,-80.17,62,11
40.56,-79.9,227,30
40.37,-80.01,6264,323
40.48,-79.91,624,195
40.53,-79.87,490,30
40.34,-80.09,1978,59
40.26,-80.16,1178,125
40.37,-79.91,2307,176
40.53,-79.92,457,41
40.5,-79.91,590,106
40.44,-80.13,564,56
40.64,-80.01,918,49
40.36,-80.03,4402,327
40.56,-80.0,879,118
40.51,-79.93,250,27
40.52,-80.06,222,127
40.37,-80.14,1912,23
40.56,-80.05,1051,36
40.6,-80.0,108,76
40.28,-79.99,179,33
40.57,-79.91,17,14
40.4,-79.94,839,148
40.44,-79.86,2911,426
40.3,-79.96,359,50
40.51,-79.91,44,12
40.26,-79.89,542,20
40.54,-79.87,61,22
40.32,-79.97,273,48
40.52,-79.81,891,331
40.32,-79.8,255,16
40.46,-79.87,6698,164
40.3,-80.09,107,36
40.64,-79.84,57,11
40.41,-80.09,3732,359
40.56,-80.07,602,20
40.39,-79.97,5463,172
40.48,-79.87,1918,63
40.47,-80.05,583,96
40.29,-80.19,7,5
40.26,-79.84,26,15
40.33,-79.94,2874,484
40.52,-79.89,234,94
40.54,-79.89,410,24
40.62,-79.9,56,23
40.61,-80.16,12,9
40.43,-79.85,4443,131
40.27,-79.83,936,56
40.54,-80.16,24,10
40.3,-80.18,492,69
40.47,-79.95,5946,820
40.42,-79.8,188,39
40.41,-80.16,97,9
40.39,-80.03,9259,419
40.55,-80.05,192,26
40.63,-80.08,62,26
40.61,-79.92,1155,57
40.46,-80.05,1614,118
40.27,-80.11,2400,76
40.33,-79.93,481,120
40.55,-80.03,1672,152
40.3,-80.16,485,141
40.24,-79.98,20,16
40.52,-79.97,1521,180
40.44,-80.07,4353,383
40.3,-80.14,79,13
40.55,-79.98,2199,82
40.4,-79.81,820,75
40.33,-79.83,2027,96
40.59,-79.93,556,44
40.28,-80.1,224,56
40.33,-80.2,195,7
40.41,-80.03,5549,400
40.32,-80.03,1807,152
40.39,-79.99,16557,322
40.61,-79.86,41,15
40.31,-80.03,1840,170
40.36,-80.12,611,332
40.49,-79.86,2300,160
40.44,-80.17,95,59
40.54,-79.88,181,40
40.5,-79.9,848,58
40.38,-79.89,3043,129
40.47,-80.11,2490,159
40.29,-80.06,1410,41
40.34,-79.96,5433,415
40.49,-80.18,315,31
40.55,-79.99,2869,58
40.46,-79.9,15625,304
40.55,-80.08,7079,133
40.5,-80.13,347,78
40.33,-79.87,764,28
40.5,-79.82,6084,58
40.37,-79.95,192,59
40.34,-79.85,4348,157
40.26,-79.98,109,39
40.46,-80.09,29,14
40.25,-80.11,1695,20
40.6,-79.98,68,33
40.3,-80.08,333,53
40.44,-79.89,8550,491
40.24,-80.05,8,1
40.62,-80.17,140,11
40.34,-79.84,9527,178
40.45,-79.89,2560,403
40.6,-79.88,8,5
40.63,-80.01,102,37
40.54,-79.94,1563,58
40.5,-79.96,742,69
40.3,-80.0,187,99
40.63,-79.84,43,7
40.29,-80.03,1789,197
40.59,-79.84,1032,4
40.43,-80.13,1721,420
40.45,-80.0,21049,5557
40.6,-80.14,40,2
40.45,-79.94,10169,1509
40.43,-80.09,479,72
40.48,-79.99,244,29
40.56,-79.8,429,183
40.36,-80.07,7490,368
40.42,-79.87,1560,73
40.44,-80.19,601,170
40.47,-79.98,3494,274
40.58,-80.11,85,69
40.45,-80.15,4634,268
40.36,-79.9,803,133
40.41,-79.94,3120,252
40.59,-80.0,631,152
40.49,-79.91,2741,399
40.29,-79.93,121,27
40.32,-80.07,2007,129
40.28,-79.98,445,43
40.53,-79.96,1735,220
40.51,-79.89,228,76
40.61,-79.95,1612,333
40.26,-79.99,975,47
40.5,-79.89,467,51
40.62,-79.89,51,13
40.56,-80.06,468,38
40.36,-80.13,533,60
40.44,-80.01,22388,4349
40.39,-80.08,1765,158
40.44,-79.91,1813,148
40.59,-80.18,11,4
40.37,-80.04,2437,224
40.39,-80.13,842,61
40.32,-79.92,459,64
40.63,-80.03,51,24
40.51,-79.8,226,37
40.4,-79.9,8282,213
40.51,-80.07,423,89
40.54,-79.86,109,55
40.39,-80.2,807,23
40.24,-80.02,84,2
40.61,-79.99,159,40
40.64,-79.86,28,5
40.36,-79.81,1340,36
40.28,-80.09,303,72
40.27,-80.08,805,51
40.52,-80.18,867,104
40.52,-79.92,246,39
40.53,-79.91,311,30
40.31,-80.08,1245,75
40.58,-79.93,293,20
40.53,-80.0,2725,128
40.31,-80.1,555,50
40.33,-79.8,43,26
40.47,-80.1,2237,236
40.24,-79.93,1,1
40.55,-80.07,859,37
40.43,-80.1,1948,141
40.54,-79.91,230,39
40.33,-80.18,79,37
40.61,-80.01,196,126
40.27,-80.12,1799,176
40.42,-79.96,4622,614
40.33,-80.08,374,84
40.32,-79.9,142,75
40.37,-80.06,2218,187
40.49,-80.15,27,15
40.55,-79.93,195,29
40.47,-79.82,3215,291
40.58,-79.87,524,139
40.6,-79.84,78,8
40.38,-80.01,2137,169
40.3,-79.95,597,18
40.36,-79.93,1163,219
40.27,-80.2,726,29
40.31,-79.8,1274,33
40.25,-80.17,796,200
40.58,-80.07,233,77
40.27,-79.97,648,42
40.28,-79.82,332,39
40.63,-79.94,671,197
40.53,-80.17,1270,108
40.36,-80.16,115,11
40.57,-80.14,7,5
40.51,-80.11,250,97
40.63,-79.89,59,19
40.43,-80.19,402,89
40.36,-80.19,7,5
40.25,-80.08,526,34
40.26,-80.11,279,32
